Repo,MergeCommit,File,Diff3_Conflict,CSDiff_Conflict,CSDiff_Equals_Manual,Diff3_ParseOK,CSDiff_ParseOK,Manual_ParseOK
stack,d1279e5,src/main/Main.hs,1,1,False,False,False,True
stack,e0f0994,src/main/Main.hs,1,1,False,False,False,True
stack,3d9e6d3,src/Stack/Config.hs,2,2,False,False,False,True
stack,3d9e6d3,src/Stack/Options.hs,2,2,False,False,False,True
stack,3d9e6d3,src/main/Main.hs,5,5,False,False,False,True
stack,b7bebea,src/Stack/Docker.hs,1,3,False,False,False,True
stack,b7bebea,src/Stack/Package.hs,1,1,False,False,False,True
stack,5c7a246,src/Stack/Build/Haddock.hs,1,1,False,False,False,True
stack,58ce1d3,src/Stack/Types/BuildPlan.hs,1,1,False,False,False,True
stack,58ce1d3,src/Stack/Types/Config.hs,1,1,False,False,False,True
stack,2312e2e,src/Stack/Setup.hs,7,6,False,False,False,True
stack,d01bd9a,src/Stack/Build/Execute.hs,4,4,False,False,False,True
stack,d94fbe7,src/Stack/Setup.hs,7,10,False,False,False,True
stack,d94fbe7,src/main/Main.hs,4,4,False,False,False,True
stack,e2cc1c4,src/Stack/Types/Config.hs,1,1,False,False,False,True
stack,a49c783,src/main/Main.hs,14,22,False,False,False,True
stack,a7825bd,src/main/Main.hs,3,3,False,False,False,True
stack,42cdfac,src/main/Main.hs,13,12,False,False,False,True
stack,490cf26,src/main/Main.hs,1,1,False,False,False,True
stack,95a6d71,src/Stack/Options.hs,1,1,False,False,False,True
stack,558f8cb,src/main/Main.hs,1,1,False,False,False,True
stack,410e1e2,src/main/Main.hs,1,1,False,False,False,True
stack,10d7f05,src/Stack/PackageIndex.hs,1,1,False,False,False,True
stack,01d5448,src/Stack/Docker.hs,1,1,False,False,False,True
stack,0b41eaa,src/Network/HTTP/Download/Verified.hs,1,1,False,False,False,True
stack,0b41eaa,src/Stack/Setup.hs,2,2,False,False,False,False
stack,9934ed7,src/Stack/Build.hs,24,25,False,False,False,True
stack,9b7875b,src/Stack/Config.hs,4,3,False,False,False,True
stack,9b7875b,src/Stack/Constants.hs,1,1,False,False,False,True
stack,9b7875b,src/Stack/Types/Config.hs,3,3,False,False,False,True
stack,9b7875b,src/main/Main.hs,1,1,False,False,False,True
stack,1e5d632,src/main/Main.hs,1,1,False,False,False,True
stack,2fcf5d4,src/Stack/Build.hs,2,2,False,False,False,True
stack,2fcf5d4,src/Stack/Types/Config.hs,1,1,False,False,False,True
stack,5c4b6a5,src/Stackage/Build/Types.hs,2,2,False,False,False,True
stack,4103ab1,src/Stackage/Package.hs,1,3,False,False,False,True
